Date,Vehicle ID,Route,Time,Location,Energy Level,Energy Consumed,Distance,Driving Time,Idle Time,Parking Time
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 20:19:47,"-78.848229,41.150479",52.01,6.94,1.85,0.02,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 20:21:00,"-78.872751,41.151526",50.92,6.12,2.10,0.02,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 20:23:35,"-78.925993,41.152722",49.67,7.05,4.47,0.04,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 20:25:31,"-78.961850,41.139398",49.57,0.61,3.38,0.03,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 20:26:01,"-78.971749,41.138587",49.36,1.16,0.87,0.01,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 20:27:00,"-78.989159,41.145942",50.10,0.00,1.69,0.02,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 20:28:02,"-79.000609,41.158785",49.95,0.86,1.77,0.02,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 20:29:02,"-79.013856,41.170315",48.52,8.07,1.71,0.02,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 20:29:49,"-79.029604,41.169889",48.85,0.00,1.34,0.01,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 20:30:26,"-79.041882,41.167904",47.56,7.26,1.07,0.01,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 20:31:37,"-79.065023,41.171117",46.88,3.86,1.97,0.02,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 20:32:18,"-79.078411,41.170127",47.38,0.00,1.13,0.01,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 20:33:16,"-79.095776,41.170626",45.46,10.86,1.46,0.02,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 20:33:57,"-79.109282,41.173329",44.72,4.17,1.18,0.01,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 20:34:55,"-79.127886,41.179708",44.01,4.01,1.72,0.02,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 20:36:19,"-79.157010,41.183296",42.52,8.40,2.47,0.02,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 20:37:30,"-79.180852,41.187601",40.90,9.19,2.08,0.02,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 20:38:24,"-79.199263,41.186983",41.16,0.00,1.61,0.01,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 20:39:16,"-79.216799,41.190547",39.96,6.77,1.53,0.01,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 20:40:25,"-79.240250,41.186059",41.22,0.00,2.04,0.02,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 20:41:07,"-79.249878,41.177595",40.38,4.76,1.25,0.01,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 20:41:33,"-79.258782,41.176055",39.77,3.45,0.77,0.01,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 20:42:14,"-79.272438,41.172973",39.49,1.56,1.20,0.01,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 20:42:51,"-79.285332,41.173071",39.75,0.00,1.08,0.01,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 20:43:12,"-79.292076,41.175117",39.24,2.90,0.62,0.01,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 20:43:45,"-79.301994,41.179569",38.97,1.50,0.98,0.01,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 20:44:21,"-79.314758,41.181135",39.03,0.00,1.08,0.01,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 20:45:01,"-79.328850,41.181066",39.20,0.00,1.19,0.01,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 20:45:35,"-79.340805,41.180352",39.10,0.57,1.01,0.01,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 20:46:05,"-79.350802,41.177623",38.51,3.29,0.89,0.01,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 20:46:31,"-79.359787,41.178705",38.33,1.04,0.77,0.01,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 20:47:00,"-79.369789,41.178055",37.95,2.17,0.84,0.01,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 20:47:21,"-79.376976,41.178895",37.49,2.58,0.62,0.01,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 20:47:47,"-79.383278,41.183528",37.04,2.52,0.75,0.01,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 20:49:09,"-79.410767,41.186992",36.27,4.37,2.39,0.02,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 20:50:14,"-79.430809,41.194270",35.39,4.99,1.87,0.02,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 20:50:57,"-79.445389,41.196400",34.39,5.66,1.25,0.01,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 20:51:30,"-79.456734,41.195968",34.38,0.04,0.95,0.01,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 20:52:26,"-79.475655,41.196639",33.95,2.41,1.62,0.02,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 20:52:53,"-79.484041,41.198897",32.93,5.80,0.78,0.01,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 20:53:29,"-79.495627,41.199386",32.03,5.07,1.03,0.01,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 20:54:03,"-79.506202,41.195878",31.77,1.45,0.98,0.01,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 20:54:56,"-79.518585,41.186224",33.04,0.00,1.53,0.01,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 20:55:37,"-79.530785,41.183070",32.53,2.85,1.19,0.01,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 20:56:30,"-79.548347,41.184946",31.88,3.66,1.50,0.01,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 20:57:16,"-79.562228,41.189774",32.41,0.00,1.34,0.01,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 20:58:09,"-79.578155,41.195429",30.36,11.55,1.51,0.01,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 22:27:37,"-79.596581,41.188611",59.42,5.33,1.77,0.02,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 22:28:14,"-79.608459,41.188706",59.67,0.00,1.05,0.01,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 22:29:15,"-79.625656,41.197933",59.06,3.45,1.78,0.02,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 22:29:52,"-79.638080,41.196723",58.02,5.87,1.08,0.01,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 22:30:58,"-79.657348,41.188192",57.77,1.39,1.90,0.02,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 22:31:37,"-79.670168,41.185843",57.76,0.10,1.13,0.01,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 22:32:54,"-79.694443,41.178141",56.91,4.80,2.22,0.02,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 22:33:57,"-79.709700,41.170423",56.78,0.70,1.76,0.02,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 22:35:30,"-79.738688,41.174202",54.36,13.70,2.50,0.03,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 22:37:21,"-79.773252,41.182767",53.14,6.88,3.10,0.03,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 22:38:52,"-79.800712,41.191707",52.06,6.12,2.58,0.03,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 22:40:30,"-79.832669,41.195827",50.69,7.73,2.80,0.03,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 22:42:24,"-79.870384,41.190215",49.14,8.78,3.28,0.03,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 22:43:10,"-79.883936,41.196197",49.61,0.00,1.33,0.01,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 22:45:19,"-79.926268,41.204747",48.62,5.58,3.69,0.04,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 22:46:56,"-79.958556,41.202821",47.10,8.60,2.75,0.03,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 22:48:10,"-79.983616,41.202627",46.62,2.68,2.12,0.02,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 22:50:07,"-80.024081,41.202359",45.12,8.52,3.42,0.03,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 22:51:48,"-80.059396,41.200990",45.02,0.53,2.98,0.03,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 22:52:53,"-80.081756,41.203046",44.69,1.88,1.90,0.02,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 22:54:17,"-80.109293,41.195694",43.21,8.37,2.47,0.02,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 22:55:52,"-80.141774,41.198089",40.96,12.72,2.76,0.03,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 22:57:06,"-80.167154,41.196676",40.49,2.66,2.16,0.02,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 22:58:43,"-80.200816,41.194503",40.19,1.65,2.84,0.03,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 23:01:21,"-80.254584,41.189445",37.66,14.29,4.61,0.04,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 23:03:30,"-80.297305,41.184508",35.77,10.70,3.75,0.04,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 23:04:37,"-80.319109,41.181748",35.02,4.26,1.93,0.02,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 23:06:28,"-80.354825,41.185964",32.66,13.33,3.14,0.03,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 23:08:08,"-80.388714,41.183246",32.69,0.00,2.86,0.03,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 23:10:09,"-80.429565,41.184824",31.49,6.78,3.45,0.03,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 23:11:25,"-80.455903,41.184745",31.73,0.00,2.21,0.02,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 23:12:28,"-80.476686,41.181541",31.16,3.22,1.80,0.02,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-22 00:42:03,"-80.499495,41.181380",59.99,6.60,1.92,0.02,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-22 00:42:47,"-80.513346,41.185344",59.98,0.08,1.25,0.01,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-22 00:43:10,"-80.521301,41.184329",59.50,2.69,0.68,0.01,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-22 00:43:51,"-80.533130,41.178202",58.77,4.13,1.21,0.01,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-22 00:44:24,"-80.544410,41.176936",59.10,0.00,0.97,0.01,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-22 00:45:49,"-80.573824,41.175532",58.48,3.46,2.48,0.02,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-22 00:47:09,"-80.599805,41.167725",56.63,10.46,2.35,0.02,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-22 00:48:24,"-80.623219,41.158911",55.94,3.91,2.20,0.02,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-22 00:49:26,"-80.644726,41.160102",54.53,8.00,1.81,0.02,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-22 00:50:12,"-80.660457,41.157932",53.80,4.08,1.35,0.01,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-22 00:50:58,"-80.672944,41.150498",53.54,1.51,1.34,0.01,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-22 00:51:16,"-80.678267,41.148321",53.69,0.00,0.52,0.01,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-22 00:52:32,"-80.704761,41.148397",54.44,0.00,2.22,0.02,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-22 00:53:25,"-80.720784,41.141832",52.95,8.41,1.54,0.01,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-22 00:54:52,"-80.745555,41.129722",52.63,1.79,2.48,0.02,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-22 00:55:28,"-80.755722,41.124614",52.03,3.39,1.04,0.01,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-22 00:56:46,"-80.782320,41.123631",51.47,3.18,2.24,0.02,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-22 00:57:49,"-80.802985,41.116584",51.75,0.00,1.91,0.02,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-22 00:59:19,"-80.830954,41.110864",50.48,7.19,2.46,0.03,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-22 01:00:15,"-80.839235,41.113564",50.06,2.36,0.76,0.02,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-22 01:01:25,"-80.849148,41.124001",49.89,0.94,1.44,0.02,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-22 01:02:24,"-80.865196,41.134440",49.03,4.89,1.78,0.02,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-22 01:03:37,"-80.886315,41.147092",48.30,4.12,2.26,0.02,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-22 01:04:56,"-80.905770,41.163036",47.61,3.88,2.42,0.02,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-22 01:06:34,"-80.929131,41.182846",46.98,3.55,2.95,0.03,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-22 01:07:35,"-80.943202,41.195207",46.69,1.65,1.82,0.02,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-22 01:08:49,"-80.950577,41.214583",45.73,5.42,2.25,0.02,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-22 01:09:21,"-80.957939,41.221053",45.61,0.70,0.96,0.01,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-22 01:10:57,"-80.983772,41.238289",44.28,7.51,2.89,0.03,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-22 01:11:25,"-80.993330,41.241078",44.11,0.95,0.86,0.01,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-22 01:12:18,"-81.012398,41.241516",43.77,1.90,1.60,0.01,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-22 01:14:04,"-81.050519,41.242015",42.32,8.21,3.19,0.03,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-22 01:15:17,"-81.076365,41.243308",40.56,9.95,2.17,0.02,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-22 01:16:32,"-81.103212,41.243777",39.49,6.05,2.25,0.02,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-22 01:17:32,"-81.124685,41.242706",38.21,7.22,1.80,0.02,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-22 01:18:19,"-81.141662,41.242715",37.65,3.15,1.42,0.01,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-22 01:19:29,"-81.166649,41.243576",36.45,6.82,2.09,0.02,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-22 01:23:14,"-81.247868,41.245809",37.22,0.00,6.81,0.06,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-22 01:23:17,"-81.249223,41.245883",37.20,0.10,0.11,0.00,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-22 01:23:23,"-81.251623,41.246001",37.01,1.05,0.20,0.00,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-22 01:24:01,"-81.265273,41.247008",36.57,2.51,1.15,0.01,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-22 01:24:41,"-81.279625,41.248063",36.63,0.00,1.21,0.01,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-22 01:25:48,"-81.302978,41.248550",35.49,6.41,1.96,0.02,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-22 01:26:31,"-81.317837,41.249989",34.62,4.93,1.26,0.01,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-22 01:27:18,"-81.333950,41.251993",34.30,1.84,1.37,0.01,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-22 01:28:29,"-81.357612,41.255458",33.92,2.11,2.02,0.02,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-22 01:29:23,"-81.375803,41.255690",33.85,0.43,1.54,0.01,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-22 01:30:47,"-81.403531,41.253481",32.68,6.60,2.33,0.02,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-22 01:31:54,"-81.425931,41.253779",31.58,6.19,1.88,0.02,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-22 01:33:48,"-81.467828,41.255255",31.28,1.69,3.51,0.03,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-22 01:34:38,"-81.486178,41.257328",30.90,2.15,1.56,0.01,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-22 03:04:16,"-81.512300,41.258147",59.66,7.02,2.20,0.02,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-22 03:05:38,"-81.542527,41.257078",59.78,0.00,2.54,0.02,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-22 03:06:02,"-81.551325,41.257434",60.24,0.00,0.75,0.01,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-22 03:06:57,"-81.569846,41.252970",58.17,11.73,1.63,0.02,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-22 03:07:43,"-81.586248,41.253107",56.68,8.40,1.38,0.01,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-22 03:08:30,"-81.601443,41.257940",55.17,8.52,1.39,0.01,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-22 03:09:29,"-81.617644,41.268031",53.55,9.15,1.76,0.02,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-22 03:10:34,"-81.638260,41.276432",53.53,0.13,1.99,0.02,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-22 03:12:04,"-81.664805,41.289357",51.38,12.14,2.66,0.03,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-22 03:14:44,"-81.718896,41.303215",49.98,7.93,4.83,0.04,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-22 03:17:24,"-81.773283,41.318358",50.08,0.00,5.01,0.04,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-22 03:19:40,"-81.819130,41.333831",48.82,7.12,4.23,0.04,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-22 03:20:41,"-81.836183,41.342551",48.50,1.81,1.85,0.02,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-22 03:22:05,"-81.864849,41.350174",47.72,4.40,2.60,0.02,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-22 03:24:16,"-81.911147,41.358104",46.75,5.47,4.04,0.04,0.00,0.00
