Date,Vehicle ID,Route,Time,Location,Energy Level,Energy Consumed,Distance,Driving Time,Idle Time,Parking Time
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 09:34:41,"-75.145816,40.997634",44.29,3.46,0.78,0.01,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 09:35:19,"-75.155834,40.998112",43.40,5.04,0.86,0.01,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 09:36:53,"-75.179392,40.988559",42.88,2.91,2.25,0.03,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 09:37:50,"-75.193340,40.981430",42.41,2.71,1.44,0.02,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 09:38:39,"-75.206284,40.980350",41.99,2.35,1.23,0.01,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 09:39:16,"-75.215913,40.984131",41.63,2.01,0.93,0.01,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 09:40:01,"-75.229241,40.985757",41.08,3.12,1.15,0.01,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 09:41:33,"-75.255949,40.993511",39.25,10.36,2.41,0.03,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 09:43:38,"-75.289546,41.007848",37.03,12.52,3.25,0.03,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 09:44:28,"-75.300675,41.015491",36.86,0.95,1.29,0.01,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 09:47:15,"-75.315825,41.050465",34.97,10.69,4.11,0.05,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 09:48:30,"-75.330673,41.061491",32.26,15.34,1.83,0.02,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 11:18:24,"-75.357885,41.065496",59.68,14.56,2.34,0.02,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 11:19:47,"-75.383955,41.067033",56.82,16.13,2.24,0.02,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 11:20:33,"-75.395317,41.073724",55.20,9.17,1.23,0.01,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 11:21:10,"-75.406346,41.073154",54.55,3.67,0.97,0.01,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 11:21:52,"-75.420935,41.072451",53.39,6.55,1.23,0.01,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 11:24:35,"-75.477229,41.074482",51.97,8.04,4.77,0.05,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 11:27:17,"-75.531946,41.077944",50.96,5.69,4.75,0.04,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 11:29:44,"-75.583823,41.076937",51.42,0.00,4.36,0.04,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 11:30:29,"-75.598320,41.080212",50.34,6.10,1.30,0.01,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 11:31:02,"-75.609294,41.079217",50.22,0.66,0.96,0.01,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 11:31:48,"-75.623608,41.083533",48.98,7.02,1.31,0.01,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 11:32:45,"-75.642878,41.082150",47.52,8.22,1.63,0.02,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 11:34:36,"-75.678737,41.074657",47.83,0.00,3.16,0.03,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 11:35:18,"-75.690937,41.069094",47.66,0.96,1.20,0.01,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 11:36:31,"-75.713558,41.061292",48.48,0.00,2.11,0.02,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 11:38:11,"-75.745469,41.060775",48.58,0.00,2.93,0.03,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 11:39:33,"-75.772024,41.055414",48.77,0.00,2.34,0.02,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 11:40:30,"-75.790734,41.057081",47.75,5.75,1.61,0.02,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 11:43:09,"-75.845357,41.052775",44.67,17.37,4.66,0.04,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 11:44:36,"-75.871293,41.063143",44.18,2.78,2.54,0.02,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 11:47:55,"-75.940391,41.058813",43.11,6.07,5.83,0.06,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 11:50:02,"-75.982662,41.050674",40.99,11.94,3.69,0.04,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 11:52:00,"-76.021133,41.044639",40.40,3.37,3.36,0.03,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 11:54:37,"-76.072246,41.029361",40.44,0.00,4.63,0.04,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 11:56:13,"-76.103966,41.023502",39.81,3.60,2.81,0.03,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 11:57:26,"-76.126418,41.013952",40.13,0.00,2.18,0.02,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 11:59:10,"-76.159417,41.003752",39.97,0.94,3.10,0.03,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 12:00:23,"-76.172075,41.018755",41.59,0.00,2.11,0.02,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 12:02:12,"-76.207742,41.017365",36.76,27.27,3.03,0.03,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 12:04:38,"-76.255576,41.008784",34.38,13.42,4.17,0.04,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 12:05:47,"-76.279196,41.013246",33.77,3.48,2.08,0.02,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 12:06:26,"-76.293137,41.010717",33.62,0.83,1.21,0.01,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 12:06:41,"-76.298383,41.012131",33.81,0.00,0.47,0.00,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 12:07:18,"-76.308702,41.019051",34.19,0.00,1.16,0.01,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 12:08:29,"-76.329495,41.030298",33.71,2.72,2.15,0.02,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 12:09:50,"-76.354406,41.038906",32.06,9.36,2.34,0.02,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 13:39:58,"-76.388372,41.031469",59.56,14.11,3.00,0.03,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 13:41:18,"-76.415210,41.025139",58.88,3.80,2.41,0.02,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 13:42:27,"-76.439672,41.027332",59.52,0.00,2.10,0.02,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 13:43:58,"-76.471045,41.020357",58.99,3.00,2.76,0.03,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 13:45:01,"-76.490166,41.013074",57.47,8.56,1.80,0.02,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 13:45:49,"-76.506313,41.009353",57.16,1.74,1.44,0.01,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 13:46:57,"-76.530215,41.006254",55.94,6.90,2.05,0.02,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 13:47:46,"-76.547670,41.007587",55.13,4.59,1.48,0.01,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 13:48:39,"-76.565820,41.003969",55.03,0.55,1.59,0.01,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 13:49:24,"-76.581272,41.001295",54.48,3.11,1.35,0.01,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 13:50:14,"-76.598753,41.001845",54.43,0.28,1.49,0.01,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 13:52:03,"-76.637216,40.999191",52.63,10.16,3.25,0.03,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 13:53:24,"-76.661160,40.990463",51.78,4.84,2.26,0.02,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 13:55:06,"-76.693983,40.987763",50.28,8.43,2.79,0.03,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 13:56:18,"-76.718418,40.986737",49.36,5.21,2.07,0.02,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 13:57:31,"-76.741335,40.994174",49.62,0.00,2.11,0.02,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 13:58:42,"-76.760092,41.005235",48.93,3.93,2.04,0.02,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 14:00:35,"-76.792470,41.020464",46.96,11.09,3.28,0.03,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 14:01:09,"-76.801580,41.026233",46.12,4.78,1.01,0.01,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 14:02:51,"-76.823539,41.046345",44.03,11.79,3.01,0.03,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 14:04:08,"-76.849108,41.051703",43.64,2.21,2.23,0.02,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 14:05:33,"-76.878524,41.052777",42.78,4.83,2.47,0.02,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 14:06:39,"-76.896533,41.063391",41.65,6.42,1.94,0.02,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 14:08:21,"-76.927301,41.076559",39.64,11.34,2.98,0.03,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 14:10:14,"-76.965550,41.074411",37.60,11.50,3.25,0.03,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 14:15:18,"-77.068893,41.066221",31.75,33.09,8.82,0.08,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 14:16:32,"-77.088561,41.054543",30.11,9.24,2.14,0.02,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 15:47:30,"-77.137018,41.041132",56.69,19.36,4.35,0.04,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 15:48:14,"-77.146626,41.049559",56.39,1.64,1.28,0.01,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 15:49:12,"-77.166268,41.051637",56.19,1.13,1.69,0.02,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 15:50:34,"-77.193434,41.053352",54.66,8.69,2.32,0.02,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 15:51:15,"-77.206977,41.054203",53.42,7.01,1.16,0.01,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 15:51:45,"-77.211028,41.060714",52.66,4.27,0.85,0.01,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 15:52:08,"-77.215915,41.065101",52.13,3.00,0.67,0.01,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 15:53:47,"-77.248840,41.059894",50.65,8.34,2.84,0.03,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 15:56:22,"-77.301381,41.052126",50.23,2.40,4.50,0.04,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 15:57:57,"-77.333654,41.049046",50.13,0.54,2.77,0.03,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 15:59:15,"-77.357818,41.057472",49.78,1.99,2.28,0.02,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 16:00:53,"-77.389763,41.060689",50.58,0.00,2.84,0.03,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 16:01:15,"-77.396220,41.063175",50.64,0.00,0.64,0.01,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 16:01:51,"-77.405100,41.069286",50.97,0.00,1.04,0.01,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 16:02:54,"-77.425660,41.064282",51.02,0.00,1.85,0.02,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 16:03:46,"-77.437795,41.054259",50.90,0.72,1.52,0.01,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 16:05:55,"-77.476020,41.038183",50.23,3.74,3.70,0.04,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 16:06:47,"-77.493408,41.040093",49.87,2.06,1.50,0.01,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 16:09:29,"-77.544992,41.028397",47.20,15.06,4.57,0.04,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 16:11:23,"-77.581764,41.017732",46.88,1.85,3.33,0.03,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 16:12:20,"-77.596148,41.007546",45.67,6.79,1.66,0.02,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 16:13:58,"-77.617015,40.988331",43.74,10.93,2.81,0.03,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 16:15:07,"-77.632936,40.975472",42.82,5.19,1.97,0.02,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 16:16:42,"-77.661753,40.964800",41.46,7.71,2.78,0.03,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 16:18:48,"-77.701290,40.948874",40.06,7.87,3.79,0.04,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 16:19:56,"-77.725312,40.944523",40.69,0.00,2.09,0.02,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 16:20:57,"-77.744092,40.952779",40.26,2.41,1.88,0.02,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 16:22:10,"-77.769972,40.956323",40.79,0.00,2.24,0.02,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 16:23:11,"-77.784636,40.965504",39.65,6.48,1.67,0.02,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 16:24:39,"-77.799212,40.982620",36.89,15.61,2.31,0.02,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 16:27:46,"-77.852095,40.996066",31.25,31.85,4.71,0.05,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 17:57:53,"-77.875401,41.011289",58.48,15.65,2.60,0.03,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 18:00:05,"-77.914187,41.025130",55.58,16.36,3.64,0.04,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 18:01:35,"-77.944991,41.023180",54.71,4.91,2.61,0.03,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 18:02:43,"-77.961964,41.011098",53.41,7.34,1.98,0.02,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 18:04:26,"-77.994696,40.998562",54.15,0.00,3.09,0.03,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 18:06:29,"-78.034123,40.985047",52.50,9.29,3.68,0.03,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 18:07:22,"-78.047725,40.975772",50.56,10.96,1.60,0.01,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 18:08:27,"-78.068561,40.970378",51.22,0.00,1.94,0.02,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 18:09:54,"-78.097473,40.963661",51.29,0.00,2.58,0.02,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 18:10:26,"-78.108528,40.963543",50.10,6.74,0.97,0.01,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 18:11:28,"-78.122963,40.975864",49.10,5.63,1.84,0.02,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 18:12:01,"-78.132248,40.980560",48.43,3.75,0.97,0.01,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 18:13:14,"-78.156830,40.988995",47.38,5.98,2.30,0.02,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 18:14:26,"-78.181984,40.986286",46.50,4.94,2.17,0.02,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 18:16:15,"-78.217255,40.996120",46.47,0.19,3.22,0.03,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 18:17:04,"-78.234114,40.996497",44.87,9.02,1.44,0.01,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 18:18:30,"-78.263245,40.994823",45.26,0.00,2.50,0.02,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 18:19:59,"-78.284119,41.011818",44.54,4.10,2.59,0.02,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 18:21:08,"-78.307533,41.014091",42.55,11.19,2.02,0.02,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 18:22:36,"-78.337084,41.018624",42.60,0.00,2.60,0.02,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 18:23:56,"-78.363937,41.023228",42.37,1.35,2.36,0.02,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 18:24:39,"-78.375244,41.030422",42.64,0.00,1.29,0.01,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 18:25:18,"-78.385066,41.037298",43.19,0.00,1.16,0.01,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 18:26:41,"-78.405563,41.039024",41.58,9.11,1.76,0.02,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 18:27:41,"-78.420349,41.047340",39.78,10.19,1.61,0.02,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 18:28:43,"-78.435905,41.056572",39.06,4.07,1.66,0.02,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 18:29:58,"-78.457878,41.063656",37.71,7.58,2.01,0.02,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 18:30:58,"-78.475563,41.068394",36.30,8.00,1.60,0.02,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 18:31:41,"-78.487686,41.071445",35.21,6.13,1.17,0.01,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 18:33:03,"-78.507294,41.084209",32.34,16.27,2.19,0.02,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 20:03:46,"-78.537635,41.108605",59.24,17.48,3.72,0.04,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 20:05:43,"-78.569550,41.126987",60.09,0.00,3.46,0.03,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 20:07:11,"-78.599693,41.124718",59.99,0.60,2.56,0.02,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 20:09:45,"-78.652611,41.121563",58.78,6.80,4.49,0.04,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 20:11:40,"-78.692084,41.125413",58.51,1.54,3.37,0.03,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 20:14:29,"-78.745705,41.142017",56.28,12.61,4.86,0.05,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 20:15:52,"-78.773514,41.144775",55.13,6.51,2.43,0.02,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 20:17:01,"-78.796080,41.149450",54.49,3.58,1.99,0.02,0.00,0.00
2025-03-21,vehicle_d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,route,2025-03-21 20:18:44,"-78.829350,41.158768",53.23,7.11,3.01,0.03,0.00,0.00
