Date,Vehicle ID,Vehicle Make,Vehicle Model,Route,Time,Location,Energy Level,Energy Consumed,Distance,Driving Time,Idle Time,Parking Time,Elevation,Road Grade,Traffic Stops,Estimated Speed,Temperature
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 15:08:23,"-77.010996,38.882216",27.98,0.53,0.82,0.01,0.00,0.00,12.10,-0.7077,0,73.57,33.75
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 15:08:52,"-77.017766,38.882540",28.03,0.00,0.59,0.01,0.00,0.00,5.20,-1.4210,0,72.22,33.51
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 15:09:30,"-77.026273,38.882501",27.81,1.20,0.74,0.01,0.00,0.00,7.00,-0.0439,0,69.28,33.51
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 15:09:44,"-77.029238,38.881851",27.90,0.00,0.28,0.00,0.00,0.00,8.20,-2.1870,0,68.04,33.51
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 15:10:08,"-77.032861,38.879311",27.64,1.46,0.43,0.01,0.00,0.00,0.00,1.1589,0,61.27,33.51
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 15:10:20,"-77.035252,38.879163",27.62,0.11,0.21,0.00,0.00,0.00,4.90,-0.7211,0,60.12,33.51
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 15:10:34,"-77.037966,38.879249",27.50,0.66,0.24,0.00,0.00,0.00,3.80,0.7409,0,60.12,33.51
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 15:10:44,"-77.039560,38.878310",27.51,0.00,0.18,0.00,0.00,0.00,4.30,-1.3275,0,60.71,33.51
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 15:11:37,"-77.046919,38.869600",26.79,4.09,1.17,0.01,0.00,0.00,0.00,1.1169,0,78.21,33.51
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 15:11:46,"-77.048229,38.867844",26.69,0.56,0.23,0.00,0.00,0.00,9.50,0.4127,0,82.08,33.51
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 15:11:57,"-77.050652,38.866519",26.72,0.00,0.26,0.00,0.00,0.00,12.70,-1.6125,0,82.22,33.51
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 15:12:24,"-77.057994,38.866539",26.31,2.34,0.65,0.01,0.00,0.00,7.70,1.1298,0,84.96,33.51
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 15:12:53,"-77.065362,38.866433",25.77,3.05,0.67,0.01,0.00,0.00,14.60,1.7784,0,82.51,33.51
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 15:13:13,"-77.069147,38.862865",25.52,1.37,0.55,0.01,0.00,0.00,30.30,0.3465,0,94.82,33.51
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 15:14:18,"-77.077713,38.848707",25.94,0.00,1.76,0.02,0.00,0.00,42.20,-2.1491,0,96.12,33.51
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 15:14:56,"-77.084646,38.840904",25.73,1.17,1.06,0.01,0.00,0.00,18.20,-0.5935,0,97.85,33.51
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 15:15:35,"-77.094757,38.835549",24.49,7.03,1.08,0.01,0.00,0.00,17.30,2.9107,0,99.00,33.51
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 15:16:03,"-77.103205,38.833248",23.68,4.55,0.78,0.01,0.00,0.00,44.70,2.4738,0,98.98,33.30
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 15:16:37,"-77.113561,38.829892",23.15,2.99,0.97,0.01,0.00,0.00,63.80,0.6392,0,102.44,33.30
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 15:17:23,"-77.125937,38.822747",23.72,0.00,1.34,0.01,0.00,0.00,72.50,-2.9105,0,104.04,33.30
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 15:18:05,"-77.136981,38.816100",22.21,8.51,1.22,0.01,0.00,0.00,33.20,3.1480,0,104.04,33.30
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 15:18:56,"-77.152238,38.809597",22.15,0.38,1.51,0.01,0.00,0.00,73.50,-1.2134,0,105.37,33.30
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 15:19:39,"-77.163586,38.802265",20.65,8.48,1.28,0.01,0.00,0.00,54.90,2.8999,0,105.71,33.30
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 15:20:35,"-77.175928,38.790916",20.45,1.09,1.66,0.02,0.00,0.00,75.60,-0.9444,0,104.87,33.30
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 18:17:55,"-77.178964,38.783809",79.91,3.05,0.83,0.01,0.00,0.00,58.20,0.9969,0,103.72,33.30
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 18:18:23,"-77.181412,38.776395",79.50,2.31,0.85,0.01,0.00,0.00,69.40,0.3721,0,106.13,32.48
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 18:18:47,"-77.182788,38.770021",79.29,1.21,0.72,0.01,0.00,0.00,75.50,-0.3090,0,107.51,32.48
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 18:19:26,"-77.183323,38.759452",78.94,1.97,1.18,0.01,0.00,0.00,73.40,-0.3170,0,107.96,32.48
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 18:20:12,"-77.186219,38.747202",78.71,1.33,1.39,0.01,0.00,0.00,72.90,-0.7884,0,108.68,32.48
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 18:20:41,"-77.190332,38.739810",78.42,1.61,0.90,0.01,0.00,0.00,62.30,-0.2641,0,109.96,32.48
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 18:21:24,"-77.198575,38.729903",78.95,0.00,1.32,0.01,0.00,0.00,49.90,-2.8882,0,110.12,32.48
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 18:22:24,"-77.212803,38.717950",78.13,4.64,1.82,0.02,0.00,0.00,27.10,0.2515,0,107.75,32.48
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 18:22:49,"-77.219114,38.713364",77.99,0.76,0.75,0.01,0.00,0.00,26.00,-0.7474,0,108.00,32.48
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 18:23:11,"-77.222791,38.708068",77.52,2.66,0.68,0.01,0.00,0.00,23.40,1.1419,0,108.00,32.48
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 18:24:02,"-77.226243,38.694597",77.11,2.32,1.53,0.01,0.00,0.00,36.30,-0.4209,0,108.00,32.48
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 18:25:00,"-77.231585,38.679512",75.52,9.03,1.76,0.02,0.00,0.00,27.10,1.9298,0,108.00,31.27
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 18:25:16,"-77.235415,38.676274",75.38,0.78,0.49,0.00,0.00,0.00,49.50,-0.3672,0,107.84,31.27
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 18:25:44,"-77.244213,38.672693",75.63,0.00,0.87,0.01,0.00,0.00,48.30,-2.4728,0,107.91,31.27
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 18:26:32,"-77.260332,38.669398",75.05,3.30,1.45,0.01,0.00,0.00,18.50,0.0727,0,108.07,31.27
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 18:27:13,"-77.273347,38.665562",74.63,2.35,1.24,0.01,0.00,0.00,20.30,-0.1667,0,108.00,31.27
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 18:28:03,"-77.281183,38.653857",73.03,9.07,1.48,0.01,0.00,0.00,38.70,2.5918,0,106.06,31.27
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 18:29:13,"-77.290125,38.636056",71.84,6.69,2.13,0.02,0.00,0.00,72.70,0.6192,0,109.40,31.27
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 18:30:24,"-77.298312,38.617334",70.96,4.98,2.20,0.02,0.00,0.00,56.60,0.0392,0,110.50,31.12
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 18:31:20,"-77.310305,38.604933",69.78,6.70,1.74,0.02,0.00,0.00,38.00,1.0659,0,110.81,31.12
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 18:32:38,"-77.319974,38.584751",69.08,3.95,2.41,0.02,0.00,0.00,47.20,-0.3664,0,110.88,31.12
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 18:33:25,"-77.329346,38.573935",68.48,3.36,1.46,0.01,0.00,0.00,39.80,0.0603,0,110.99,31.12
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 18:35:24,"-77.345968,38.543739",65.55,16.55,3.71,0.03,0.00,0.00,34.30,1.6745,1,111.37,31.12
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 18:38:11,"-77.378537,38.505971",62.42,17.72,5.15,0.05,0.00,0.00,51.30,1.0125,1,110.88,32.29
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 18:39:17,"-77.388513,38.489424",62.40,0.10,2.06,0.02,0.00,0.00,34.60,-1.4013,0,111.31,32.29
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 18:41:00,"-77.407658,38.465206",60.19,12.45,3.18,0.03,0.00,0.00,19.80,1.3280,1,110.50,32.29
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 18:41:28,"-77.408832,38.457662",59.69,2.84,0.86,0.01,0.00,0.00,43.30,0.7197,0,110.14,32.66
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 18:42:26,"-77.409947,38.441815",60.14,0.00,1.80,0.02,0.00,0.00,45.50,-2.3354,0,110.16,32.66
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 18:43:40,"-77.421534,38.423382",58.53,9.11,2.29,0.02,0.00,0.00,14.50,1.1477,0,110.34,32.66
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 18:45:04,"-77.432906,38.401929",57.07,8.23,2.60,0.02,0.00,0.00,53.30,0.8332,1,110.88,32.66
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 18:46:24,"-77.449571,38.384051",56.26,4.60,2.49,0.02,0.00,0.00,51.50,-0.2335,0,110.88,32.66
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 18:47:26,"-77.465021,38.371749",54.24,11.44,1.93,0.02,0.00,0.00,38.70,2.4007,0,110.88,32.73
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 18:49:46,"-77.491826,38.340702",52.77,8.30,4.22,0.04,0.00,0.00,61.20,0.0917,1,108.05,32.73
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 18:51:32,"-77.504093,38.316196",51.18,8.98,3.00,0.03,0.00,0.00,72.90,0.8264,1,101.86,32.73
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 18:52:52,"-77.505617,38.296211",50.58,3.37,2.27,0.02,0.00,0.00,75.20,-0.1510,1,101.97,32.74
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 18:55:20,"-77.514195,38.259997",49.85,4.16,4.14,0.04,0.00,0.00,73.00,-0.4391,1,100.37,32.74
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 18:56:32,"-77.503779,38.244187",49.16,3.87,2.00,0.02,0.00,0.00,64.60,0.1605,1,100.08,32.74
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 18:58:00,"-77.500195,38.221980",48.08,6.10,2.61,0.02,0.00,0.00,73.50,0.3596,1,105.77,32.74
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 18:59:46,"-77.500784,38.194321",47.28,4.53,3.12,0.03,0.00,0.00,67.60,-0.2075,1,105.12,32.90
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 19:02:16,"-77.507161,38.155522",45.88,7.92,4.39,0.04,0.00,0.00,80.60,0.0227,1,105.12,32.90
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 19:03:36,"-77.510123,38.134909",44.27,9.07,2.36,0.02,0.00,0.00,62.20,1.1126,0,105.08,32.90
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 19:04:40,"-77.517324,38.118987",43.41,4.86,1.88,0.02,0.00,0.00,68.50,0.2926,0,105.52,32.48
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 19:06:36,"-77.517219,38.088092",42.22,6.72,3.45,0.03,0.00,0.00,63.20,0.0957,1,106.92,32.48
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 19:09:02,"-77.501153,38.051337",40.89,7.55,4.34,0.04,0.00,0.00,68.20,-0.0386,1,106.92,32.48
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 19:11:45,"-77.497874,38.007949",39.46,8.04,4.85,0.05,0.00,0.00,63.40,-0.0957,1,107.19,32.40
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 19:14:40,"-77.487024,37.962298",38.12,7.59,5.23,0.05,0.00,0.00,65.50,-0.2301,1,107.30,32.40
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 19:17:04,"-77.465221,37.927980",34.02,23.17,4.29,0.04,0.00,0.00,54.50,2.3371,1,106.61,32.24
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 19:19:37,"-77.457727,37.888394",33.31,4.03,4.55,0.04,0.00,0.00,62.10,-0.5912,1,106.92,32.24
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 19:21:55,"-77.455032,37.851800",31.56,9.90,4.11,0.04,0.00,0.00,24.20,0.3933,1,106.92,32.24
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 19:22:59,"-77.451189,37.835904",31.12,2.44,1.82,0.02,0.00,0.00,42.30,-0.4759,0,101.99,32.34
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 19:24:58,"-77.460875,37.807647",30.53,3.36,3.27,0.03,0.00,0.00,36.40,-0.4078,1,99.00,32.34
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 19:27:06,"-77.462118,37.776060",28.77,9.94,3.54,0.04,0.00,0.00,31.10,0.7473,1,99.00,32.34
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 19:29:44,"-77.453136,37.736185",27.42,7.65,4.53,0.04,0.00,0.00,65.10,-0.0216,1,102.89,32.29
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 19:31:16,"-77.448069,37.712374",27.20,1.20,2.70,0.03,0.00,0.00,68.90,-0.9044,1,105.44,32.29
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 19:33:01,"-77.452319,37.685248",26.70,2.84,3.05,0.03,0.00,0.00,61.00,-0.5340,1,104.45,32.29
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 19:33:50,"-77.448653,37.673125",26.07,3.57,1.39,0.01,0.00,0.00,37.60,0.3162,0,101.70,32.76
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 19:34:30,"-77.448086,37.663054",25.45,3.47,1.12,0.01,0.00,0.00,41.30,0.6821,0,99.32,32.76
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 19:34:55,"-77.445313,37.657322",25.30,0.88,0.69,0.01,0.00,0.00,51.30,-0.4938,0,99.00,32.76
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 19:35:23,"-77.437974,37.653572",25.02,1.55,0.78,0.01,0.00,0.00,49.60,-0.0396,0,99.00,32.76
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 19:36:08,"-77.423486,37.651754",24.89,0.74,1.29,0.01,0.00,0.00,44.00,-0.9720,0,102.17,32.76
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 19:36:27,"-77.417647,37.649570",24.72,1.00,0.58,0.01,0.00,0.00,31.50,-0.2724,0,106.43,32.76
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 19:36:48,"-77.413884,37.644697",24.44,1.58,0.64,0.01,0.00,0.00,30.30,0.2233,0,105.77,32.76
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 19:37:14,"-77.407812,37.639589",24.04,2.24,0.78,0.01,0.00,0.00,30.40,0.4576,0,106.58,32.76
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 19:37:54,"-77.395531,37.635353",23.03,5.69,1.19,0.01,0.00,0.00,39.20,1.7092,0,105.86,32.76
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 19:38:46,"-77.378541,37.631664",22.44,3.34,1.55,0.01,0.00,0.00,56.90,0.0122,0,105.89,32.82
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 19:39:06,"-77.372424,37.629275",22.18,1.45,0.61,0.01,0.00,0.00,57.60,0.1711,0,104.65,32.82
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 19:39:35,"-77.368102,37.622480",21.99,1.11,0.86,0.01,0.00,0.00,57.80,-0.5393,0,105.32,32.82
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 19:40:38,"-77.360547,37.606649",21.46,2.97,1.89,0.02,0.00,0.00,56.40,-0.3784,0,107.44,32.82
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 19:41:45,"-77.345920,37.592654",20.45,5.74,2.03,0.02,0.00,0.00,35.70,0.4259,0,107.98,32.82
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 19:42:43,"-77.331615,37.581607",20.22,1.26,1.77,0.02,0.00,0.00,45.30,-0.9381,0,108.00,32.82
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 22:40:08,"-77.320895,37.578409",79.96,1.48,1.01,0.01,0.00,0.00,38.60,-0.4652,0,108.68,32.82
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 22:41:03,"-77.306125,37.569162",79.34,3.50,1.68,0.02,0.00,0.00,27.20,-0.0618,0,109.08,32.33
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 22:42:15,"-77.290132,37.554326",78.58,4.31,2.17,0.02,0.00,0.00,25.20,-0.1232,0,108.54,32.33
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 22:42:48,"-77.284298,37.546644",78.22,2.05,1.00,0.01,0.00,0.00,21.80,-0.0728,0,107.87,32.33
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 22:44:05,"-77.272821,37.528258",76.54,9.45,2.28,0.02,0.00,0.00,29.40,1.2948,0,106.22,32.33
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 22:44:37,"-77.271221,37.519737",76.18,2.08,0.97,0.01,0.00,0.00,44.90,0.0063,0,106.65,32.33
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 22:45:17,"-77.275299,37.509572",75.76,2.37,1.20,0.01,0.00,0.00,45.20,-0.1115,0,106.92,32.33
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 22:45:59,"-77.283750,37.500583",75.28,2.69,1.25,0.01,0.00,0.00,45.20,0.0049,0,106.87,31.86
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 22:46:57,"-77.296043,37.488770",74.57,4.03,1.71,0.02,0.00,0.00,42.60,0.1496,0,105.82,31.86
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 22:47:28,"-77.301650,37.481728",74.24,1.84,0.93,0.01,0.00,0.00,45.30,-0.0963,0,105.88,31.86
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 22:48:55,"-77.314489,37.460481",73.53,4.02,2.62,0.02,0.00,0.00,42.20,-0.1802,1,107.46,31.86
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 22:50:20,"-77.330409,37.441339",72.75,4.38,2.55,0.02,0.00,0.00,41.90,-0.0687,1,108.04,31.86
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 22:51:17,"-77.341153,37.428489",71.89,4.87,1.72,0.02,0.00,0.00,27.20,0.4415,0,107.33,31.86
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 22:51:47,"-77.343597,37.420609",71.24,3.68,0.92,0.01,0.00,0.00,31.20,1.1952,0,106.92,32.23
