Date,Vehicle ID,Vehicle Make,Vehicle Model,Route,Time,Location,Energy Level,Energy Consumed,Distance,Driving Time,Idle Time,Parking Time,Elevation,Road Grade,Traffic Stops,Estimated Speed,Temperature
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 22:52:39,"-77.342304,37.406810",71.26,0.00,1.54,0.01,0.00,0.00,40.40,-1.4304,0,106.92,32.23
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 22:53:31,"-77.346520,37.393235",70.89,2.09,1.56,0.01,0.00,0.00,20.60,-0.5232,0,106.92,32.23
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 22:55:12,"-77.345058,37.366119",69.71,6.67,3.03,0.03,0.00,0.00,5.30,0.2557,1,107.19,32.23
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 22:56:02,"-77.336511,37.354335",69.21,2.84,1.52,0.01,0.00,0.00,28.60,-0.1910,0,107.98,32.23
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 22:56:31,"-77.334356,37.346671",68.94,1.48,0.90,0.01,0.00,0.00,28.00,-0.3354,0,108.00,32.23
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 22:57:24,"-77.340427,37.333139",68.53,2.32,1.60,0.01,0.00,0.00,24.70,-0.4532,0,107.01,33.09
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 22:57:49,"-77.340335,37.326635",68.24,1.66,0.75,0.01,0.00,0.00,28.00,0.0389,0,106.92,33.09
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 22:58:11,"-77.335168,37.322267",68.02,1.21,0.67,0.01,0.00,0.00,27.70,-0.2296,0,106.92,33.09
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 22:58:34,"-77.334360,37.316176",68.00,0.14,0.71,0.01,0.00,0.00,26.30,-1.2594,0,106.92,33.09
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 22:59:40,"-77.334395,37.299359",67.05,5.35,1.98,0.02,0.00,0.00,16.30,0.3547,0,106.92,33.09
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 23:00:16,"-77.329728,37.290337",66.85,1.13,1.09,0.01,0.00,0.00,25.40,-0.7238,0,106.92,33.09
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 23:00:56,"-77.330340,37.279545",66.26,3.37,1.21,0.01,0.00,0.00,14.90,0.4093,0,106.92,33.09
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 23:01:26,"-77.329559,37.271723",66.17,0.50,0.90,0.01,0.00,0.00,24.60,-1.0282,0,106.92,33.09
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 23:02:03,"-77.320423,37.265382",65.54,3.56,1.08,0.01,0.00,0.00,20.20,0.7713,0,103.95,33.09
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 23:02:39,"-77.312182,37.258140",65.15,2.19,1.09,0.01,0.00,0.00,26.40,-0.0845,0,106.34,32.21
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 23:03:29,"-77.301514,37.247389",64.25,5.08,1.53,0.01,0.00,0.00,22.90,0.7533,0,107.98,32.21
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 23:04:04,"-77.296240,37.238965",63.31,5.31,1.06,0.01,0.00,0.00,29.80,1.8317,0,108.00,32.21
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 23:05:16,"-77.293772,37.219553",62.36,5.38,2.17,0.02,0.00,0.00,35.50,0.1999,0,108.00,32.21
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 23:06:03,"-77.300146,37.207811",61.74,3.47,1.43,0.01,0.00,0.00,36.10,0.1685,0,108.00,32.21
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 23:07:16,"-77.320583,37.196508",60.87,4.96,2.22,0.02,0.00,0.00,42.20,0.0459,0,108.00,32.21
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 23:07:59,"-77.332674,37.190253",60.44,2.43,1.28,0.01,0.00,0.00,45.40,-0.1451,0,105.52,32.21
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 23:08:38,"-77.339293,37.181508",60.07,2.10,1.15,0.01,0.00,0.00,42.20,-0.1972,0,105.23,31.72
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 23:09:16,"-77.340695,37.171571",59.78,1.64,1.12,0.01,0.00,0.00,43.70,-0.4224,0,105.12,31.72
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 23:09:46,"-77.347228,37.165707",59.20,3.28,0.88,0.01,0.00,0.00,41.10,1.0536,0,103.61,31.72
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 23:10:09,"-77.351773,37.161285",59.07,0.71,0.65,0.01,0.00,0.00,45.90,-0.5968,0,99.00,31.72
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 23:10:57,"-77.354941,37.149005",58.49,3.27,1.40,0.01,0.00,0.00,43.60,0.1639,0,103.01,31.72
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 23:12:38,"-77.358920,37.122247",57.54,5.40,3.00,0.03,0.00,0.00,45.40,0.0053,1,106.49,31.72
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 23:14:11,"-77.359089,37.097171",56.72,4.59,2.79,0.03,0.00,0.00,44.70,-0.1147,1,108.00,31.72
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 23:14:56,"-77.357191,37.084969",55.94,4.43,1.37,0.01,0.00,0.00,42.90,0.6923,0,108.00,30.93
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 23:15:18,"-77.359924,37.079370",55.95,0.00,0.68,0.01,0.00,0.00,45.60,-1.4800,0,107.14,30.93
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 23:15:47,"-77.366031,37.073453",55.88,0.42,0.86,0.01,0.00,0.00,40.30,-1.0504,0,105.26,30.93
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 23:16:46,"-77.375682,37.059909",54.83,5.96,1.73,0.02,0.00,0.00,30.00,0.8552,0,105.10,30.93
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 23:18:02,"-77.387373,37.042135",53.88,5.36,2.24,0.02,0.00,0.00,36.40,0.1834,0,105.10,30.93
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 23:18:46,"-77.391260,37.030779",53.51,2.05,1.31,0.01,0.00,0.00,42.30,-0.3741,0,106.99,30.93
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 23:20:02,"-77.392440,37.010260",52.90,3.47,2.29,0.02,0.00,0.00,34.90,-0.4161,0,108.00,31.03
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 23:21:31,"-77.392839,36.986266",52.10,4.49,2.67,0.02,0.00,0.00,24.00,-0.0898,1,108.00,31.03
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 23:22:28,"-77.392731,36.970787",51.39,4.03,1.72,0.02,0.00,0.00,21.00,0.1154,0,108.00,31.03
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 23:23:36,"-77.392486,36.952270",50.64,4.25,2.06,0.02,0.00,0.00,23.20,-0.0632,0,108.00,31.03
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 23:24:14,"-77.392688,36.941894",50.27,2.09,1.16,0.01,0.00,0.00,20.90,-0.2248,0,107.59,31.03
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 23:25:36,"-77.396707,36.919877",49.32,5.40,2.48,0.02,0.00,0.00,20.90,0.0132,0,108.00,31.03
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 23:26:20,"-77.398766,36.907925",48.76,3.16,1.34,0.01,0.00,0.00,21.70,0.1226,0,108.00,31.47
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 23:27:23,"-77.401687,36.890843",48.03,4.11,1.92,0.02,0.00,0.00,24.00,-0.0106,0,108.00,31.47
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 23:28:22,"-77.405815,36.875197",47.10,5.23,1.79,0.02,0.00,0.00,24.00,0.4908,0,108.00,31.47
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 23:29:04,"-77.411946,36.864739",46.49,3.47,1.29,0.01,0.00,0.00,30.50,0.3468,0,108.00,31.47
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 23:29:48,"-77.421580,36.855699",45.88,3.46,1.33,0.01,0.00,0.00,36.60,0.2807,0,108.00,31.47
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 23:30:53,"-77.438043,36.843771",45.04,4.72,1.98,0.02,0.00,0.00,40.20,0.1500,0,108.00,29.94
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 23:32:02,"-77.451617,36.828483",44.08,5.41,2.09,0.02,0.00,0.00,42.50,0.2838,0,108.00,29.94
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 23:32:48,"-77.456230,36.816685",43.68,2.28,1.39,0.01,0.00,0.00,45.70,-0.3308,0,108.00,29.94
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 23:34:07,"-77.461282,36.795647",42.18,8.48,2.38,0.02,0.00,0.00,44.90,0.9046,0,108.43,29.94
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 23:35:04,"-77.462548,36.780072",41.31,4.93,1.74,0.02,0.00,0.00,44.50,0.4408,0,108.00,29.94
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 23:35:42,"-77.465417,36.770291",40.55,4.26,1.15,0.01,0.00,0.00,42.20,1.0146,0,108.00,29.94
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 23:36:16,"-77.475596,36.766611",40.25,1.70,1.02,0.01,0.00,0.00,46.80,-0.3144,0,107.57,30.73
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 23:37:04,"-77.491271,36.763447",39.65,3.42,1.44,0.01,0.00,0.00,41.90,0.1383,0,107.89,30.73
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 23:37:52,"-77.505059,36.756775",38.82,4.67,1.45,0.01,0.00,0.00,36.80,0.6938,0,108.00,30.73
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 23:38:53,"-77.516250,36.743085",38.35,2.64,1.84,0.02,0.00,0.00,45.40,-0.4642,0,108.00,30.73
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 23:39:44,"-77.523798,36.730591",37.81,3.11,1.55,0.01,0.00,0.00,34.70,-0.1011,0,108.54,30.73
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 23:40:24,"-77.531834,36.722008",37.10,4.01,1.20,0.01,0.00,0.00,36.30,0.7784,0,107.14,30.73
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 23:41:25,"-77.545484,36.709759",36.53,3.19,1.84,0.02,0.00,0.00,43.10,-0.2602,0,106.92,30.73
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 23:41:56,"-77.549794,36.702186",36.36,0.95,0.93,0.01,0.00,0.00,39.40,-0.7157,0,106.13,30.59
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 23:42:57,"-77.557818,36.686992",35.51,4.82,1.84,0.02,0.00,0.00,44.40,0.3028,0,107.68,30.59
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 23:43:55,"-77.556207,36.671330",34.59,5.21,1.75,0.02,0.00,0.00,42.20,0.5259,0,108.00,30.59
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 23:44:36,"-77.556818,36.660094",33.88,4.02,1.26,0.01,0.00,0.00,40.60,0.6723,0,108.04,30.59
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 23:45:26,"-77.559448,36.646664",33.21,3.79,1.51,0.01,0.00,0.00,42.20,0.2273,0,108.00,30.59
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 23:46:58,"-77.563131,36.621896",32.45,4.30,2.78,0.03,0.00,0.00,45.50,-0.1724,1,107.98,30.59
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 23:48:08,"-77.564332,36.603028",31.53,5.16,2.10,0.02,0.00,0.00,37.00,0.1912,0,108.00,30.99
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 23:49:49,"-77.565234,36.575581",30.48,5.93,3.06,0.03,0.00,0.00,33.30,0.0795,1,107.98,30.99
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 23:50:50,"-77.570706,36.559653",29.83,3.68,1.84,0.02,0.00,0.00,29.50,-0.1024,0,108.00,30.99
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 23:51:40,"-77.575751,36.546759",28.90,5.28,1.50,0.01,0.00,0.00,27.60,0.8762,0,108.00,30.99
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 23:52:30,"-77.583187,36.534553",28.02,4.97,1.52,0.01,0.00,0.00,37.60,0.7289,0,107.51,30.99
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 23:53:11,"-77.585579,36.523536",27.61,2.27,1.26,0.01,0.00,0.00,48.30,-0.2352,0,108.34,31.63
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 23:53:43,"-77.589040,36.515247",27.31,1.74,0.98,0.01,0.00,0.00,44.10,-0.2557,0,108.16,31.63
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 23:54:29,"-77.595942,36.503978",26.81,2.81,1.40,0.01,0.00,0.00,45.40,-0.0993,0,108.00,31.63
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 23:55:10,"-77.599496,36.493242",26.37,2.48,1.24,0.01,0.00,0.00,49.00,-0.1053,0,108.00,31.63
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 23:55:38,"-77.602392,36.485972",26.14,1.30,0.85,0.01,0.00,0.00,48.40,-0.4107,0,108.00,31.63
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 23:56:12,"-77.607808,36.477713",25.96,1.00,1.04,0.01,0.00,0.00,47.60,-0.7744,0,108.00,31.63
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 23:57:05,"-77.613287,36.463818",25.23,4.16,1.62,0.01,0.00,0.00,38.10,0.2540,0,108.70,31.63
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 23:57:38,"-77.616972,36.455284",25.24,0.00,1.01,0.01,0.00,0.00,41.50,-1.4430,0,108.00,31.63
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 23:58:32,"-77.626906,36.443049",25.07,0.96,1.63,0.01,0.00,0.00,32.90,-1.0175,0,108.04,31.15
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-12 23:59:58,"-77.633232,36.420491",23.73,7.57,2.58,0.02,0.00,0.00,26.50,0.7194,1,108.00,31.15
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 00:01:46,"-77.647356,36.393475",22.32,7.97,3.27,0.03,0.00,0.00,26.50,0.3996,1,108.27,31.15
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 00:03:32,"-77.668622,36.370252",22.40,0.00,3.22,0.03,0.00,0.00,47.00,-1.5614,1,109.08,31.15
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 00:06:40,"-77.702828,36.327262",20.42,11.14,5.69,0.05,0.00,0.00,39.30,0.0816,1,108.97,30.98
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 03:05:08,"-77.709955,36.301772",79.46,5.47,2.91,0.03,0.00,0.00,46.00,0.0264,1,109.08,30.98
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 03:07:20,"-77.722959,36.267430",78.25,6.80,4.00,0.04,0.00,0.00,43.70,-0.0855,1,108.86,30.98
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 03:09:45,"-77.741453,36.231379",76.74,8.57,4.40,0.04,0.00,0.00,44.50,0.0726,1,109.03,31.92
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 03:11:24,"-77.756072,36.207193",75.66,6.06,3.01,0.03,0.00,0.00,38.60,0.1084,1,109.08,31.92
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 03:13:27,"-77.769548,36.175470",74.59,6.07,3.74,0.03,0.00,0.00,38.50,-0.1459,1,109.35,32.31
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 03:15:00,"-77.784113,36.153397",73.34,7.08,2.81,0.03,0.00,0.00,35.50,0.4486,1,108.00,32.31
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 03:16:28,"-77.793248,36.130684",73.15,1.08,2.67,0.02,0.00,0.00,36.70,-0.9827,1,108.95,32.31
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 03:18:29,"-77.806173,36.099612",71.99,6.50,3.69,0.03,0.00,0.00,40.30,-0.0524,1,109.08,32.31
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 03:20:36,"-77.819704,36.067469",70.84,6.53,3.85,0.04,0.00,0.00,42.80,-0.0904,1,108.90,32.43
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 03:21:22,"-77.827898,36.056869",70.09,4.24,1.39,0.01,0.00,0.00,36.20,0.5696,0,108.00,32.43
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 03:22:54,"-77.838126,36.033293",69.15,5.28,2.79,0.03,0.00,0.00,46.20,0.0451,1,108.00,32.43
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 03:24:27,"-77.861114,36.016619",68.13,5.77,2.82,0.03,0.00,0.00,42.70,0.1417,1,108.05,32.98
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 03:26:15,"-77.874317,35.989541",67.78,2.00,3.27,0.03,0.00,0.00,58.70,-0.7866,1,108.13,32.98
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 03:28:29,"-77.888410,35.955990",65.93,10.46,3.95,0.04,0.00,0.00,38.40,0.5573,1,106.02,32.98
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 03:30:29,"-77.906976,35.927535",64.07,10.48,3.61,0.03,0.00,0.00,44.30,0.6988,1,108.00,32.51
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 03:32:13,"-77.925786,35.904157",63.25,4.63,3.13,0.03,0.00,0.00,55.80,-0.2271,1,108.32,32.51
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 03:34:08,"-77.949343,35.879122",62.34,5.16,3.52,0.03,0.00,0.00,44.50,-0.2469,1,109.33,32.51
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 03:36:20,"-77.971026,35.847775",61.44,5.08,4.01,0.04,0.00,0.00,57.90,-0.3697,1,109.08,31.62
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 03:38:05,"-77.985572,35.821977",60.46,5.56,3.17,0.03,0.00,0.00,43.40,-0.0497,1,108.59,31.62
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 03:39:31,"-77.990293,35.798750",59.45,5.68,2.63,0.02,0.00,0.00,47.20,0.2028,1,109.08,31.62
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 03:41:00,"-78.003534,35.776850",58.76,3.92,2.72,0.02,0.00,0.00,49.70,-0.2612,1,109.08,31.92
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 03:42:07,"-78.004479,35.758572",57.70,5.98,2.04,0.02,0.00,0.00,44.90,0.4943,0,108.54,31.92
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 03:43:02,"-78.006156,35.743752",57.12,3.28,1.66,0.02,0.00,0.00,48.80,-0.1239,0,108.00,31.92
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 03:43:54,"-78.014716,35.731575",56.91,1.21,1.56,0.01,0.00,0.00,50.80,-0.9001,0,108.02,31.92
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 03:45:00,"-78.031735,35.720142",56.38,2.98,2.00,0.02,0.00,0.00,45.80,-0.4403,0,108.43,31.92
2025-06-12,d8d5b1d5-210b-485c-9f2b-7c55e42c002f_route_0,Volvo,VNRe with 565 kWH,route,2025-06-13 03:46:04,"-78.043918,35.706112",55.58,4.51,1.95,0.02,0.00,0.00,44.00,0.0900,0,109.08,31.52
